Ligand	ECMp	Barcode	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Spot_PA_SpotCellCountLog2RUVLoess_SE	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess_SE	Spot_PA_SpotCellCount_SE	Well	MEP	CellLine	LigandSet	Ligand1	Ligand2	ECMSet	ECM1	ECM2	ECM3	EndpointDAPI	Endpoint488	Endpoint555	Endpoint647	CellLineAn	Ligand1An	Ligand2An	ECM1An	ECM2An	ECM3An	CellLineLx	Ligand1Lx	Ligand2Lx	ECM1Lx	ECM2Lx	ECM3Lx	395nmLx	488nmLx	555nmLx	640nmLx	750nmLx	Well_Ligand	PinDiameter	Cells_CP_AreaShape_AreaLog2RUVLoess	Cells_CP_AreaShape_CompactnessLog2RUVLoess	Cells_CP_AreaShape_ExtentLog2RUVLoess	Cells_CP_AreaShape_FormFactorLog2RUVLoess	Cells_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cells_CP_AreaShape_MeanRadiusLog2RUVLoess	Cells_CP_AreaShape_MedianRadiusLog2RUVLoess	Cells_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_PerimeterLog2RUVLoess	Cells_CP_AreaShape_SolidityLog2RUVLoess	Cytoplasm_CP_AreaShape_AreaLog2RUVLoess	Cytoplasm_CP_AreaShape_CompactnessLog2RUVLoess	Cytoplasm_CP_AreaShape_ExtentLog2RUVLoess	Cytoplasm_CP_AreaShape_FormFactorLog2RUVLoess	Cytoplasm_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MeanRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MedianRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_PerimeterLog2RUVLoess	Cytoplasm_CP_AreaShape_SolidityLog2RUVLoess	Nuclei_CP_AreaShape_AreaLog2RUVLoess	Nuclei_CP_AreaShape_CompactnessLog2RUVLoess	Nuclei_CP_AreaShape_ExtentLog2RUVLoess	Nuclei_CP_AreaShape_FormFactorLog2RUVLoess	Nuclei_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MaximumRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MeanRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MedianRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_PerimeterLog2RUVLoess	Nuclei_CP_AreaShape_SolidityLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Nuclei_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Nuclei_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Spot_PA_SpotCellCountLog2RUVLoess	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess	Nuclei_PA_Cycle_DNA4NProportionLogitRUVLoess	Nuclei_CP_AreaShape_EccentricityLogitRUVLoess	Spot_PA_SpotCellCount	Spot_PA_ReplicateCount	QA_LowReplicateCount
KNG1|HMW	COL23A1|1	LI8X00524	0.02986	0.02078	0.06375	0.01973	0.03073	0.12176	2.555	A04	COL23A1|1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	COL23A1|1_Q86Y22|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-COL23A1|1_Q86Y22|1-RnDSystemsOwn_4165CL_POR0109041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	COL23A1|1_Q86Y22|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.008	0.12768	-0.6138	-0.4595	5.452	5.507	3.867	2.463	2.343	4.974	4.979	7.068	-0.1103361	7.866	3.156	-2.831	-4.507	5.748	5.507	1.5027	0.27511	-6.647e-03	4.974	5.291	7.913	-2.3660	9.663	0.12669	-0.5683	-0.3757	5.292	5.301	3.740	2.373	2.223	4.784	4.804	6.856	-0.09233	20.81	17.72	10.722	7.557	18.60	19.85	20.23	15.54	10.868	12.22	12.30	7.680	22.51	12.87	7.303	1.024104	-1.0204470	1.2358	151.00	15	FALSE
KNG1|HMW	COL2A1|2	LI8X00524	0.04985	0.03127	0.10713	0.02964	0.04530	0.10603	3.606	A04	COL2A1|2_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	COL2A1|2_P02458|2	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-COL2A1|2_P02458|2-EMDMilliporeOwn_CC052_2322552	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	COL2A1|2_P02458|2	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.025	0.14058	-0.6316	-0.4559	5.463	5.513	3.857	2.461	2.354	4.949	4.953	7.065	-0.1166518	7.875	3.058	-2.743	-4.420	5.761	5.513	1.7545	0.30085	7.414e-03	4.949	5.276	7.932	-2.2717	9.658	0.12196	-0.5716	-0.3863	5.306	5.321	3.731	2.356	2.209	4.784	4.794	6.885	-0.09478	20.92	17.77	10.786	7.592	18.92	20.00	20.33	15.71	10.946	12.19	12.41	7.691	22.46	12.86	7.293	0.980168	-0.9934278	1.1422	157.50	14	FALSE
KNG1|HMW	COL3A1|1	LI8X00524	0.04765	0.06771	0.08550	0.06531	0.03219	0.09885	3.113	A04	COL3A1|1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	COL3A1|1_P02461|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-COL3A1|1_P02461|1-EMDMilliporeOwn_CC054_2519237	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	COL3A1|1_P02461|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.040	0.13238	-0.6133	-0.4627	5.471	5.482	3.891	2.521	2.357	4.995	5.004	7.056	-0.1139510	7.890	3.079	-2.800	-4.460	5.790	5.482	1.7305	0.28364	-1.415e-02	4.995	5.338	7.955	-2.2970	9.728	0.12845	-0.5746	-0.3827	5.314	5.339	3.768	2.373	2.268	4.839	4.850	6.895	-0.09486	20.86	17.85	10.798	7.623	18.90	20.01	20.39	15.76	10.948	12.21	12.39	7.734	22.48	12.84	7.251	0.933613	-0.9416253	1.1992	152.00	15	FALSE
KNG1|HMW	COL4	LI8X00524	0.03803	0.02140	0.08806	0.01874	0.04525	0.12262	3.848	A04	COL4_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	COL4_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	proteinset-COL4_Own-SigmaAldrichOwn_C5533_044M410V	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	COL4_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.977	0.12034	-0.5924	-0.4433	5.440	5.478	3.918	2.504	2.369	4.982	4.993	7.042	-0.1010541	7.906	2.986	-2.753	-4.375	5.751	5.478	1.7741	0.39013	-5.499e-03	4.982	5.315	7.912	-2.2653	9.710	0.10276	-0.5446	-0.3659	5.300	5.306	3.796	2.405	2.272	4.832	4.835	6.861	-0.08348	20.66	17.65	10.612	7.554	18.67	19.87	20.18	15.65	10.755	12.08	12.19	7.689	22.42	12.82	7.250	1.490117	-1.5114386	1.1027	155.00	15	FALSE
KNG1|HMW	COL5A1	LI8X00524	0.05088	0.03053	0.10178	0.02942	0.04916	0.08351	4.707	A04	COL5A1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	COL5A1_P20908	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-COL5A1_P20908-EMDMilliporeOwn_CC077_2587250	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	COL5A1_P20908	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.999	0.13454	-0.6115	-0.4444	5.456	5.506	3.869	2.470	2.350	4.997	4.983	7.067	-0.1116377	7.948	3.036	-2.804	-4.412	5.778	5.506	1.7151	0.33724	-5.230e-03	4.997	5.299	7.938	-2.2901	9.695	0.10788	-0.5568	-0.3657	5.316	5.318	3.768	2.373	2.236	4.830	4.840	6.872	-0.09169	20.75	17.65	10.667	7.537	18.75	19.98	20.23	15.66	10.800	12.14	12.28	7.639	22.40	12.79	7.264	1.256220	-1.2434111	1.1122	148.00	15	FALSE
KNG1|HMW	DCN|A	LI8X00524	0.04287	0.05083	0.09759	0.05056	0.05692	0.11490	4.719	A04	DCN|A_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES3p2s3	DCN|A_P07585|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-DCN|A_P07585|1-RnDSystemsOwn_143DE_CWT0514021	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	DCN|A_P07585|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.932	0.13050	-0.6184	-0.4590	5.429	5.456	3.855	2.459	2.351	4.941	4.931	7.044	-0.1086838	7.700	3.209	-2.881	-4.575	5.774	5.456	1.3799	0.17504	-3.123e-03	4.941	5.305	7.909	-2.4228	9.707	0.12007	-0.5715	-0.3915	5.320	5.321	3.770	2.396	2.267	4.830	4.833	6.894	-0.09451	20.82	17.71	10.728	7.591	18.65	19.87	20.22	15.52	10.856	12.17	12.34	7.702	22.50	12.82	7.315	0.935404	-0.9324133	1.1768	155.50	14	FALSE
KNG1|HMW	DSG2	LI8X00524	0.08348	0.03407	0.17734	0.03228	0.04233	0.12221	3.658	A04	DSG2_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	DSG2_Q14126	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-DSG2_Q14126-RnDSystemsOwn_947DM_DGL0514101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	DSG2_Q14126	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.001	0.11264	-0.5747	-0.4058	5.444	5.484	3.882	2.479	2.345	4.988	4.972	7.042	-0.1001420	7.793	3.121	-2.772	-4.440	5.746	5.484	1.4992	0.23490	1.256e-03	4.988	5.328	7.920	-2.3329	9.729	0.10050	-0.5359	-0.3470	5.302	5.321	3.799	2.415	2.311	4.842	4.856	6.872	-0.08624	20.52	17.69	10.587	7.596	18.59	19.82	20.20	15.61	10.722	12.07	12.29	7.689	22.46	12.81	7.285	1.371603	-1.3876526	1.0720	154.00	15	FALSE
KNG1|HMW	ECM1|1	LI8X00524	0.04465	0.02055	0.07693	0.01928	0.02851	0.08744	2.988	A04	ECM1|1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	ECM1|1_Q16610|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-ECM1|1_Q16610|1-RnDSystemsOwn_3937EC_FQD0113111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	ECM1|1_Q16610|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.936	0.12446	-0.6120	-0.4632	5.413	5.468	3.840	2.447	2.332	4.954	4.938	7.047	-0.1090834	7.878	3.041	-2.741	-4.443	5.750	5.468	1.6306	0.30453	-1.721e-02	4.954	5.316	7.906	-2.2955	9.645	0.11406	-0.5655	-0.3712	5.286	5.292	3.775	2.398	2.207	4.827	4.848	6.866	-0.09249	20.71	17.61	10.692	7.527	18.69	19.95	20.16	15.62	10.808	12.14	12.27	7.645	22.44	12.78	7.268	1.234251	-1.2368992	1.1152	155.00	15	FALSE
KNG1|HMW	ELN|3	LI8X00524	0.10399	0.05133	0.22592	0.05434	0.14039	0.15012	6.785	A04	ELN|3_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	ELN|3_P15502|3	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-ELN|3_P15502|3-BioMatrixOwn_5052_7271	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	not_yet_specified	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.980	0.21460	-0.7880	-0.7330	5.995	6.108	4.302	2.874	2.724	5.463	5.421	7.657	-0.1856618	10.070	1.660	-1.740	-3.023	6.199	6.108	3.0877	1.52430	1.388e+00	5.463	5.609	8.344	-1.1504	9.918	0.12439	-0.5518	-0.3682	5.436	5.433	3.855	2.494	2.349	4.950	4.931	6.964	-0.08339	21.95	18.72	10.790	7.655	21.16	21.95	21.68	17.84	10.888	11.96	11.34	7.755	22.51	12.75	6.536	0.714061	-0.7450817	1.2597	81.00	14	FALSE
KNG1|HMW	FBN1	LI8X00524	0.05350	0.03011	0.08562	0.02572	0.03148	0.10667	3.958	A04	FBN1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	FBN1_P35555	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-FBN1_P35555-LynnSakaiLabOwn_notavailable_notavailable	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	FBN1_P35555	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.916	0.11313	-0.5925	-0.4263	5.413	5.440	3.864	2.462	2.348	4.950	4.948	7.012	-0.1035335	7.901	3.117	-2.787	-4.462	5.721	5.440	1.7008	0.30876	8.029e-03	4.950	5.276	7.876	-2.3335	9.611	0.10581	-0.5449	-0.3545	5.270	5.283	3.772	2.382	2.205	4.813	4.822	6.826	-0.08804	20.57	17.56	10.570	7.538	18.60	19.89	20.15	15.61	10.734	12.10	12.27	7.652	22.41	12.79	7.336	1.570810	-1.5731315	1.0942	161.00	14	FALSE
KNG1|HMW	FN1|1	LI8X00524	0.05922	0.01963	0.10901	0.01677	0.05861	0.07530	5.464	A04	FN1|1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES1p2s3	FN1|1_P02751|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-FN1|1_P02751|1-RnDSystemsOwn_1918FN_MQC0914071	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	FN1|1_P02751|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.900	0.11192	-0.5724	-0.4196	5.382	5.408	3.880	2.469	2.351	4.951	4.976	6.989	-0.1020112	7.881	2.956	-2.693	-4.356	5.671	5.408	1.6956	0.36620	-1.385e-02	4.951	5.277	7.864	-2.2159	9.599	0.09856	-0.5342	-0.3372	5.252	5.248	3.753	2.363	2.230	4.776	4.786	6.822	-0.08439	20.53	17.57	10.479	7.540	18.64	19.98	20.21	15.64	10.652	12.08	12.20	7.634	22.40	12.75	7.434	1.580382	-1.5670514	1.0476	163.50	14	FALSE
KNG1|HMW	GAP43|1	LI8X00524	0.05343	0.04002	0.07094	0.03733	0.03955	0.15366	4.301	A04	GAP43|1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	GAP43|1_P17677|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-GAP43|1_P17677|1-abcamOwn_ab114188_E40314457	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	GAP43|1_P17677|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.999	0.12710	-0.6076	-0.4429	5.453	5.500	3.883	2.479	2.360	4.955	4.957	7.042	-0.1104309	7.861	3.104	-2.817	-4.507	5.737	5.500	1.7149	0.32340	-3.236e-03	4.955	5.312	7.905	-2.3337	9.734	0.11481	-0.5792	-0.3707	5.309	5.313	3.758	2.382	2.224	4.807	4.822	6.881	-0.09351	20.75	17.74	10.719	7.559	18.75	19.87	20.22	15.63	10.852	12.18	12.30	7.654	22.50	12.86	7.309	0.983714	-0.9631959	1.1544	155.00	15	FALSE
KNG1|HMW	HA<500kDa	LI8X00524	0.04943	0.03549	0.07150	0.03302	0.03454	0.15234	2.694	A04	HA<500kDa_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	hyaluronic_acid_less_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	compound-hyaluronic_acid_less_than_500kDa_chebi16336-RnDSystemsOwn_GLR001_1254988	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	LOR-0007	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.947	0.12656	-0.6086	-0.4384	5.429	5.449	3.871	2.471	2.354	4.954	4.959	7.022	-0.1073210	7.742	3.231	-2.812	-4.542	5.738	5.449	1.3784	0.19224	-1.817e-04	4.954	5.304	7.884	-2.3678	9.656	0.11913	-0.5698	-0.3843	5.297	5.308	3.758	2.369	2.205	4.815	4.811	6.867	-0.09186	20.70	17.71	10.712	7.526	18.70	19.85	20.23	15.55	10.857	12.15	12.41	7.636	22.52	12.85	7.218	1.294414	-1.3137997	1.2105	150.00	15	FALSE
KNG1|HMW	HA>500kDa	LI8X00524	0.02953	0.01746	0.05818	0.01659	0.07850	0.09581	3.808	A04	HA>500kDa_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	hyaluronic_acid_greater_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	compound-hyaluronic_acid_greater_than_500kDa_chebi16336-RnDSystemsOwn_GLR002_1308787	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	LOR-0005	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.028	0.12439	-0.6107	-0.4539	5.434	5.488	3.887	2.475	2.340	4.998	4.972	7.060	-0.1109487	7.915	3.067	-2.752	-4.416	5.753	5.488	1.6607	0.32702	-7.572e-04	4.998	5.313	7.927	-2.2753	9.666	0.11471	-0.5652	-0.3798	5.295	5.330	3.752	2.368	2.213	4.807	4.835	6.867	-0.09251	20.75	17.71	10.704	7.588	18.78	19.99	20.30	15.66	10.869	12.14	12.34	7.687	22.54	12.83	7.203	1.185646	-1.1731808	1.1441	143.00	15	FALSE
KNG1|HMW	ICAM1	LI8X00524	0.03769	0.02022	0.06196	0.01861	0.04206	0.12562	3.534	A04	ICAM1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	ICAM1_P05362	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	protein-ICAM1_P05362-RnDSystemsOwn_720IC_DLA0914091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	ICAM1_P05362	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	10.032	0.13316	-0.6141	-0.4687	5.464	5.494	3.880	2.479	2.337	4.971	4.954	7.077	-0.1105887	7.803	3.156	-2.791	-4.518	5.754	5.494	1.5486	0.29407	-2.474e-02	4.971	5.306	7.946	-2.3612	9.686	0.12012	-0.5524	-0.3842	5.313	5.332	3.761	2.381	2.248	4.812	4.814	6.891	-0.09314	20.84	17.69	10.736	7.553	18.75	19.91	20.27	15.58	10.881	12.21	12.38	7.676	22.49	12.82	7.270	0.876171	-0.8891161	1.1787	152.00	15	FALSE
KNG1|HMW	ITGA10B1	LI8X00524	0.03604	0.04253	0.05326	0.03967	0.02703	0.08468	3.706	A04	ITGA10B1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	ITGA10B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	proteinset-ITGA10B1_Own-RnDSystemsOwn_7827AB_DCSO0312101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	ITGA10B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.919	0.12782	-0.6139	-0.4533	5.411	5.447	3.834	2.442	2.333	4.934	4.933	7.016	-0.1080743	7.767	3.123	-2.774	-4.470	5.709	5.447	1.4934	0.22056	-1.101e-03	4.934	5.271	7.896	-2.3118	9.622	0.11489	-0.5741	-0.3779	5.264	5.285	3.738	2.349	2.179	4.778	4.800	6.833	-0.09270	20.73	17.66	10.730	7.603	18.72	19.92	20.23	15.59	10.879	12.18	12.38	7.705	22.48	12.85	7.383	1.124021	-1.1121880	1.1543	169.00	15	FALSE
KNG1|HMW	ITGA2B1	LI8X00524	0.05859	0.06018	0.07907	0.05834	0.04711	0.15260	2.967	A04	ITGA2B1_KNG1|HMW	MCF10A	LS6p1s3	KNG1|HMW_P01042|1	NA	ES2p2s3	ITGA2B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-KNG1|HMW_P01042|1-RnDSystemsOwn_1569PI010_IRV0414061ohsu2	NA	proteinset-ITGA2B1_Own-RnDSystemsOwn_5698A2_STF0413021	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	KNG1|HMW_P01042|1	NA	ITGA2B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A04_KNG1|HMW	350	9.982	0.12600	-0.6118	-0.4442	5.440	5.479	3.869	2.467	2.346	4.969	4.961	7.053	-0.1099713	7.839	3.109	-2.817	-4.458	5.760	5.479	1.6279	0.25962	5.821e-03	4.969	5.317	7.923	-2.3219	9.689	0.10770	-0.5629	-0.3738	5.294	5.309	3.774	2.396	2.257	4.816	4.848	6.870	-0.09223	20.76	17.75	10.709	7.574	18.70	19.98	20.21	15.61	10.860	12.16	12.35	7.672	22.47	12.87	7.231	1.121710	-1.1085904	1.1518	151.00	15	FALSE
